title,company,salary,link,experience,grade,remote,metro,query,skills_found,published_date
Аналитик данных,ООО Ритейл Дата-Центр Технологии,Не указана,https://hh.ru/vacancy/132808799,Опыт 3-6 лет,не указан,Да,Не указано,аналитик данных,"python, sql, postgresql, clickhouse, mysql, oracle, excel",
Аналитик-исследователь (Desk Research / AI-native),ООО Спектр,Не указана,https://hh.ru/vacancy/133312529,Опыт 3-6 лет,не указан,Да,Не указано,аналитик данных,Не найдено,
Старший экономист-аналитик,"Компания «СПОРТМАСТЕР», Офис",Не указана,https://hh.ru/vacancy/130647727,Опыт 3-6 лет,senior,Нет,Аэропорт,аналитик данных,"tableau, excel, power query",
Senior системный аналитик,Сбер. IT,Не указана,https://hh.ru/vacancy/133179884,Опыт более 6 лет,senior,Нет,Академическая,аналитик данных,"sql, api",
Главный сметчик-аналитик,ПИК-специализированный застройщик. ПИК,Не указана,https://hh.ru/vacancy/133186170,Опыт 3-6 лет,не указан,Нет,Не указано,аналитик данных,Не найдено,
Химик-аналитик (хроматографист),Alti,Не указана,https://hh.ru/vacancy/133185941,Опыт 1-3 года,не указан,Нет,Крюково,аналитик данных,Не найдено,
Аналитик рынка недвижимости,"MR Group, группа компаний",Не указана,https://hh.ru/vacancy/132675707,Опыт 3-6 лет,не указан,Да,Не указано,аналитик данных,Не найдено,
Аналитик продаж и клиентской базы Департамента продаж,ООО Инвестиционная Компания ФОНТВЬЕЛЬ,Не указана,https://hh.ru/vacancy/133324533,Опыт 1-3 года,не указан,Нет,Киевская,аналитик данных,"sql, power bi, tableau, excel, google sheets, power query",
Аналитик данных (рынок ценных бумаг),Центральный банк Российской Федерации (Банк России),Не указана,https://hh.ru/vacancy/133012804,Опыт 1-3 года,не указан,Нет,Минская,аналитик данных,python,
Специалист-стажер (Направление ИТ и аналитика),"МАГНИТ, Розничная сеть. Офис",Не указана,https://hh.ru/vacancy/133300809,Без опыта,не указан,Нет,Савёловская,аналитик данных,excel,
Ведущий системный аналитик,НИИ Восход,Не указана,https://hh.ru/vacancy/129411363,Опыт 3-6 лет,не указан,Нет,Мичуринский проспект,аналитик данных,"sql, kafka",
Системный аналитик,Coco IT,Не указана,https://hh.ru/vacancy/133160110,Опыт 1-3 года,не указан,Нет,Добрынинская,аналитик данных,"sql, api",
Портфолио-менеджер/Аналитик,ЭНДОФАРМ,Не указана,https://hh.ru/vacancy/133182197,Опыт 1-3 года,не указан,Нет,Не указано,аналитик данных,excel,
Бизнес-аналитик (Аналитик данных),ООО Транспортные решения,Не указана,https://hh.ru/vacancy/131982195,Опыт 3-6 лет,не указан,Нет,Деловой центр,аналитик данных,"python, sql, postgresql, power bi, superset, excel, power query, pandas, numpy, matplotlib",
Бизнес - аналитик цифровизации и автоматизации процессов,Альфа-Банк. Центральный офис,Не указана,https://hh.ru/vacancy/133296188,Опыт 3-6 лет,не указан,Нет,Комсомольская,аналитик данных,"jira, confluence",
Руководитель отдела аналитики и консалтинга в сфере элитной недвижимости,Kalinka - Realty,Не указана,https://hh.ru/vacancy/132437865,Опыт более 6 лет,не указан,Нет,Полянка,аналитик данных,Не найдено,
"Бизнес-аналитик (ИТ, клиентский блок / CRM)",ООО А7-Агент,Не указана,https://hh.ru/vacancy/133299039,Опыт 3-6 лет,не указан,Нет,Кутузовская,аналитик данных,"sql, api",
Аналитик расчета эффективности проведенных CRM кампаний,Московский Кредитный Банк. Эксперты,Не указана,https://hh.ru/vacancy/132284812,Опыт 3-6 лет,не указан,Нет,Проспект Мира,аналитик данных,"python, sql, power bi, tableau, a/b",
Старший аналитик данных / Разработчик SQL,Межрегиональный Информационный Центр Фонда Пенсионного и Социального Страхования Российской Федерации,Не указана,https://hh.ru/vacancy/129303708,Опыт 3-6 лет,senior,Нет,Савёловская,аналитик данных,"python, sql, postgresql, excel",
